id,SalePrice
1461,119391.26950785158
1462,154201.98853149876
1463,182402.46474091779
1464,193822.21468530234
1465,199135.0078997035
1466,171653.01561163162
1467,178680.97873330905
1468,160757.88169082525
1469,193790.76397121898
1470,120326.45635230571
1471,190308.1550405828
1472,97543.11557526978
1473,95303.99132975205
1474,146515.95019308914
1475,116217.83773227438
1476,363665.8888150451
1477,253691.75319425605
1478,295531.8221539537
1479,301274.96128208254
1480,461658.90053628694
1481,329757.972602046
1482,209996.56526419715
1483,178936.63477254263
1484,163653.63027778693
1485,192219.78507830747
1486,193249.4734962154
1487,342173.9436086023
1488,237942.6946954839
1489,195079.01836127572
1490,232397.68704074793
1491,195428.40622164856
1492,92019.70736514157
1493,189710.36968921273
1494,300308.6995958907
1495,292926.73955872026
1496,232516.2045365429
1497,180345.70789510896
1498,168809.03220085712
1499,163926.56948095965
1500,153543.5171418966
1501,172807.85293158883
1502,145286.5842149718
1503,284826.5277212347
1504,242065.26817421542
1505,224781.4829904169
1506,187626.4283237882
1507,245118.0514780434
1508,202728.59573651484
1509,162664.2032476306
1510,144203.97749868763
1511,149073.2042557099
1512,174642.36311484524
1513,149794.3194062307
1514,160028.87850047983
1515,193428.55053490383
1516,157892.84519260877
1517,168226.34948787428
1518,132218.25075068168
1519,210545.49330419523
1520,127532.01944328872
1521,130897.10015553552
1522,177786.65930519503
1523,110819.59752883477
1524,125406.98607888781
1525,119076.17793972118
1526,113629.67522205878
1527,107910.06317273292
1528,136981.73700324463
1529,150513.60795877723
1530,185414.85488942463
1531,106128.02138485089
1532,98120.22982491803
1533,144064.03111498785
1534,126668.41233236801
1535,149622.7379600078
1536,106347.92227781586
1537,64403.89846862494
1538,152501.8236174623
1539,194196.61306260506
1540,96891.72803466642
1541,138019.94498571922
1542,142129.06236487327
1543,188632.70939499213
1544,84252.694028213
1545,113408.79015270834
1546,134199.2878230153
1547,127336.99092356034
1548,139005.62636981037
1549,118755.80927276284
1550,136673.9450932609
1551,108207.87481547259
1552,136357.66078352084
1553,151241.0538374196
1554,116676.06881485373
1555,160180.79193614144
1556,85034.55842574128
1557,106284.63808270861
1558,99001.00203810347
1559,61887.38326129846
1560,136835.58256657352
1561,126502.272764834
1562,130808.48500298729
1563,118433.98865509802
1564,155970.91135599813
1565,151154.47360757203
1566,236749.60105969827
1567,78535.77034207848
1568,230937.78506562498
1569,129111.81540977267
1570,138090.99952886638
1571,124886.40253658082
1572,142985.04165876668
1573,235686.54484264084
1574,120569.94963098996
1575,226583.1865187118
1576,241849.29250202083
1577,182780.622929357
1578,148017.993506749
1579,143676.54179161962
1580,195557.77176768094
1581,154057.36890569574
1582,125351.19580924728
1583,296273.00400629675
1584,216317.18493060902
1585,136409.61047946132
1586,67072.8757175135
1587,104141.79687382655
1588,151542.99251620128
1589,96206.98797414287
1590,134167.60202778323
1591,91789.86445117672
1592,113509.10781279957
1593,126802.67985410121
1594,122808.66468041186
1595,109095.01038204688
1596,220909.30349865538
1597,192599.9279403985
1598,227078.95722291223
1599,170787.50309080433
1600,161889.0665984947
1601,68266.16997575265
1602,115256.08627109272
1603,72624.20355033714
1604,262624.95792750374
1605,241458.9975826851
1606,167936.7802698377
1607,173069.5389172189
1608,217247.7874577363
1609,186058.44711393543
1610,150949.0425518452
1611,137843.9123064833
1612,168986.50556098693
1613,162200.47990536503
1614,127209.9825477942
1615,93557.27177267364
1616,77482.20130534793
1617,94533.92007589192
1618,125158.4134644126
1619,140393.58734567044
1620,150537.73431489116
1621,138104.5257365332
1622,141756.39944439236
1623,261840.6156382337
1624,206139.86998865465
1625,120547.29863175031
1626,171361.42012875917
1627,190045.0253406993
1628,284388.9464138822
1629,183596.84879493673
1630,349352.52272986737
1631,229679.93217987716
1632,248978.3702762974
1633,176129.7186937135
1634,183417.53238701093
1635,174871.0413661034
1636,153480.46407515116
1637,198947.858377036
1638,182178.64794221747
1639,190155.40797789712
1640,249106.2619938159
1641,184888.87464500172
1642,237199.99810509398
1643,214372.5763692159
1644,233024.7752183577
1645,193452.93129607593
1646,158347.46721153485
1647,163023.47237552577
1648,130347.41544441262
1649,139075.9850846498
1650,114654.9575302981
1651,121431.18932246072
1652,97867.13768223498
1653,99513.51190297665
1654,146574.65209019213
1655,139506.23187276183
1656,141315.59697823366
1657,148674.5501432962
1658,144622.1483166621
1659,122456.08016071911
1660,154677.30032750237
1661,419998.0655886651
1662,410048.8675991657
1663,382046.25228167267
1664,449195.143912737
1665,305603.89512810076
1666,334632.2457055027
1667,374050.7355620622
1668,343793.4794882408
1669,311566.7219150114
1670,354087.02642487385
1671,259120.13113236387
1672,419574.9918617003
1673,290300.4790263001
1674,241411.9302118791
1675,192892.21001968338
1676,191839.81019946196
1677,218668.09498761402
1678,434789.6160850808
1679,389685.76714127
1680,326972.4292569667
1681,245873.26677185015
1682,322364.8277798301
1683,181922.2664782262
1684,177104.79107923602
1685,175436.86099911114
1686,168634.1931946042
1687,175323.1286532515
1688,188501.10653524025
1689,194792.2488568034
1690,197149.7770771063
1691,185915.22136613517
1692,274180.4105346964
1693,170488.22032027604
1694,184297.95579958957
1695,169569.72348776416
1696,269572.90132000414
1697,174478.97463150573
1698,352196.91964857455
1699,314792.08016409323
1700,252394.31393341738
1701,273516.18739836826
1702,242004.97356008244
1703,240337.72529001473
1704,276013.36779286165
1705,235580.82746071593
1706,344965.36199919175
1707,211358.86136894688
1708,202047.70110909513
1709,263748.95059084415
1710,217207.74045058788
1711,275280.52189218416
1712,255763.4362832389
1713,274674.8605956791
1714,222822.05242730887
1715,208231.30260149724
1716,185310.60545827175
1717,179247.5503864589
1718,136983.7544201145
1719,206830.77891659623
1720,246615.71531063525
1721,167481.02363748205
1722,125680.93551930528
1723,155958.99839392112
1724,206946.81784194306
1725,238205.90754240184
1726,185085.5458924832
1727,152052.52443702615
1728,175463.9625715232
1729,167802.98242652905
1730,157613.26632353693
1731,121293.80123995706
1732,125738.29075250441
1733,115182.31382359349
1734,121617.99324328027
1735,126582.77857944214
1736,108938.24032811889
1737,300535.8267326808
1738,243483.14809033155
1739,245286.13743337514
1740,204233.42761828183
1741,185780.0528170501
1742,171778.17247062473
1743,179297.95785957115
1744,310868.81761209504
1745,217922.92376159312
1746,186753.250281969
1747,215623.1032037452
1748,218923.2670714525
1749,144027.24088894977
1750,125681.02876914325
1751,252160.19826479704
1752,117380.69182890073
1753,149787.98377444263
1754,196718.4489941127
1755,164805.98464959324
1756,124903.79077913842
1757,120879.75624315959
1758,144161.04559660942
1759,160783.02297275074
1760,166093.1014236365
1761,146376.8404713742
1762,178929.76623223803
1763,185744.2766556008
1764,113273.09879221817
1765,165270.91789716415
1766,187863.33548667404
1767,221820.5817330073
1768,142284.80412567983
1769,175726.5043657765
1770,152618.3462601006
1771,126643.52475207669
1772,132598.63875396107
1773,126785.79206847986
1774,141470.10866222443
1775,141634.02232950105
1776,129401.36859193027
1777,108639.58987085512
1778,137804.47603489942
1779,116945.41994798474
1780,181896.4576229331
1781,129307.08790305896
1782,88013.2541307057
1783,139813.21923144732
1784,105197.32270703542
1785,124397.35764742008
1786,140628.648161506
1787,167157.70298227633
1788,58084.65967989704
1789,100555.59313096377
1790,77322.96612738969
1791,176922.5972668204
1792,158762.4770065089
1793,128098.2303890015
1794,152595.7804011153
1795,133294.55108032876
1796,130896.85477287401
1797,115609.24125290591
1798,121525.16294590093
1799,110610.84860707328
1800,131862.53955612742
1801,125489.43912748339
1802,145005.72663541883
1803,149328.1441223811
1804,135911.8391702131
1805,136898.82304120943
1806,124056.55516841784
1807,136949.11387487163
1808,126561.21194507518
1809,122551.7240980568
1810,141520.3895241871
1811,95983.75782550298
1812,98657.45795743303
1813,121842.37102032048
1814,95261.15209712645
1815,52827.387129771174
1816,97790.85449072573
1817,107925.15334940217
1818,140576.05529021894
1819,123392.39615671727
1820,51571.889681249704
1821,118197.90202677331
1822,155590.17334984252
1823,42728.72106132476
1824,131998.7605279249
1825,137864.60974963737
1826,101994.35570383017
1827,101436.73728824459
1828,137840.17180483002
1829,124027.15204875689
1830,138503.62995746554
1831,147935.59451489395
1832,75026.04660582596
1833,141834.07223698273
1834,116506.09164586723
1835,119746.57409227552
1836,125685.85994763643
1837,86216.80171820371
1838,121802.47871024751
1839,95039.2983922823
1840,143616.53466863657
1841,136777.22097015398
1842,87294.86037219847
1843,127596.49897495334
1844,144995.9418437846
1845,140536.75315660558
1846,155216.70024938567
1847,165871.0465465341
1848,52760.86119610943
1849,112982.05696984929
1850,117226.13447137838
1851,153061.7546794312
1852,126059.8095519926
1853,121732.54522428387
1854,166375.13883051884
1855,145890.76436096488
1856,221457.6462830584
1857,135644.27050234334
1858,133938.5068781419
1859,121050.48005088167
1860,146607.90895110046
1861,120525.568599031
1862,329409.08629639447
1863,309367.8694019017
1864,309437.0486675736
1865,334670.06258668465
1866,331360.5884168355
1867,228754.49213199585
1868,288756.5332522886
1869,203548.70599294332
1870,227114.7435926329
1871,259273.93555039956
1872,174893.6702298739
1873,232370.77685673867
1874,154406.30310924444
1875,201049.3196950099
1876,197299.8174862441
1877,210755.44250084154
1878,203847.28704528153
1879,128221.12476799477
1880,133264.52740654146
1881,243879.10645754216
1882,244434.62815529644
1883,185837.38739340557
1884,202347.6007346298
1885,243569.4658823921
1886,294809.3266396487
1887,212901.97684408323
1888,271518.84593222395
1889,167421.70453338575
1890,115192.23993901144
1891,136669.742726368
1892,97804.94216487445
1893,125867.14451971192
1894,124120.45641960105
1895,131974.2800529431
1896,127336.1297366166
1897,112196.67816019482
1898,108332.94206355618
1899,162920.4793626708
1900,158605.65728750662
1901,170291.66045539084
1902,152404.546798306
1903,220994.75548280033
1904,145647.22422370082
1905,199698.02093802622
1906,154674.82217482405
1907,206084.7315192933
1908,111437.81591133185
1909,133963.99819561836
1910,120659.24159753973
1911,221201.61747184233
1912,334750.38072222436
1913,141510.01463463088
1914,53717.741459972945
1915,297553.8252799623
1916,65911.56688038472
1917,251868.02415340728
1918,140135.67360157473
1919,175678.51871168753
1920,153436.6455635581
1921,377737.488602115
1922,322032.062514974
1923,231020.207338926
1924,216296.23143843396
1925,196796.22685269074
1926,369245.77282938315
1927,133214.1265622123
1928,161109.65701106234
1929,124527.73475920327
1930,132529.9417801506
1931,142178.50147677504
1932,141096.17467082903
1933,181641.75189220923
1934,181361.70347219132
1935,171042.97738269286
1936,195066.77120555632
1937,183930.19301346896
1938,173408.52041634027
1939,243050.42141094268
1940,193619.86399065677
1941,169224.42858676024
1942,185154.55699219165
1943,214016.4110760777
1944,372373.6658898499
1945,400018.4060052304
1946,131887.36642216129
1947,277793.6815984493
1948,171024.09563784127
1949,245959.27528067262
1950,190077.15350343802
1951,243466.0272823236
1952,205940.4298772719
1953,165703.80003188143
1954,185186.57189201325
1955,136294.28424246435
1956,303857.3743831763
1957,152406.82295447064
1958,301268.93362915877
1959,144310.4464606413
1960,116515.87278717771
1961,119724.64974106355
1962,98487.43979662066
1963,105395.94692890989
1964,105400.26099756693
1965,141766.82110268268
1966,138935.51960902178
1967,295641.49842811935
1968,415161.98679720034
1969,390312.2701283117
1970,414985.4475091701
1971,454638.4754408377
1972,381561.1556499622
1973,269527.8922804027
1974,336797.6350992442
1975,501351.51033564785
1976,274061.1213245535
1977,355985.61062877096
1978,346407.45746359305
1979,325310.0365399131
1980,203562.8405666842
1981,339110.8168766427
1982,218371.4552899793
1983,204508.11970960523
1984,170692.25641224562
1985,224443.6955297499
1986,209237.95165440816
1987,184690.37444534898
1988,174104.87240405532
1989,191538.95790105048
1990,209129.48062397525
1991,228774.39757834142
1992,212893.38099364282
1993,168742.1894283737
1994,228625.7989466698
1995,184559.55096804857
1996,248778.71401922582
1997,317158.3407874946
1998,314603.3287224048
1999,280132.05933995516
2000,319017.60105133324
2001,274293.7122240572
2002,240964.0671916474
2003,256896.4173795661
2004,278006.1792969763
2005,223566.40018057657
2006,220830.19734707836
2007,251649.55676300926
2008,214723.3731179813
2009,196356.56558389496
2010,196679.41390406585
2011,145757.0686603575
2012,176471.85996719723
2013,178315.96743605708
2014,184109.53032934648
2015,208245.26399537397
2016,190521.92890756694
2017,192595.98969869793
2018,116826.91790466619
2019,134173.17461291116
2020,103790.42865633078
2021,103611.18853410362
2022,183737.019026032
2023,144085.9700977879
2024,270498.3244954836
2025,346850.7238460294
2026,175859.5393865927
2027,158625.9222285906
2028,155331.13297107568
2029,167493.51610464422
2030,263821.16964022315
2031,229130.8333854155
2032,250810.54172054978
2033,256336.85018557456
2034,175166.6994309596
2035,220355.28834850012
2036,200925.61191611685
2037,208954.19840712956
2038,328031.24919896247
2039,230023.87835850625
2040,270295.8811153403
2041,298640.15217314183
2042,206243.2398957212
2043,175692.35822059325
2044,173865.9965461602
2045,211003.0803640428
2046,145893.5365729336
2047,148275.3743670053
2048,141821.41257488186
2049,143698.1339352586
2050,178039.49056252252
2051,103457.64382906133
2052,124174.42129937887
2053,149323.19903324926
2054,89755.71441908373
2055,158612.44191923138
2056,147031.34142973533
2057,113981.61687785346
2058,214053.58725167907
2059,131184.06667467003
2060,175487.7961028632
2061,177234.78517291544
2062,128755.04950122576
2063,116846.68224161801
2064,139548.97096590308
2065,120306.146016059
2066,165523.35220994393
2067,108786.2819386574
2068,148618.07693170942
2069,87584.19962148854
2070,118091.44535724919
2071,93621.13381898325
2072,137704.962887173
2073,132090.8251539395
2074,187837.45315540594
2075,150785.55166077035
2076,119859.94712576088
2077,152276.32219227037
2078,125624.85291442281
2079,134806.70193364724
2080,116328.92449693596
2081,128642.9565604899
2082,122422.60625349484
2083,149335.67993601892
2084,109045.88464120653
2085,113955.66606253837
2086,117889.12285736798
2087,123572.13602902839
2088,96573.74064320434
2089,76473.83714350808
2090,123747.30517971219
2091,113624.57334363661
2092,122610.91624789327
2093,116611.32730293726
2094,114640.6826740531
2095,148445.60248944297
2096,85522.49439398374
2097,97837.78743209555
2098,148012.56205127444
2099,52465.16877360317
2100,77632.42453191866
2101,118628.43200895331
2102,127658.1144525264
2103,104112.91157620659
2104,142802.00905051758
2105,129011.4395143796
2106,67205.25382238458
2107,189364.78141143604
2108,116964.83949554032
2109,111355.3352443813
2110,126584.966218226
2111,138138.6437310956
2112,137794.73230458435
2113,120697.91802788714
2114,119063.75276211699
2115,164506.5614062185
2116,116689.72639339768
2117,152406.3035988048
2118,126730.17406835029
2119,110602.48318027596
2120,111892.39677452653
2121,99311.16085401483
2122,113031.4294264481
2123,83470.21819912666
2124,160984.15299068484
2125,127881.46920321968
2126,150580.6020201161
2127,161288.11577674194
2128,128637.08511400873
2129,95298.64266327032
2130,137816.5441109286
2131,143735.63776838826
2132,112563.90779628496
2133,123054.71841444376
2134,121443.47085636733
2135,99349.15091894717
2136,78795.55790398241
2137,104709.55348992044
2138,133629.21370534936
2139,152058.57810210393
2140,140837.24756022997
2141,165814.87211813225
2142,125551.8862261629
2143,146972.34432316717
2144,122162.96454408338
2145,137240.27571655926
2146,173418.96457082342
2147,144063.74296158564
2148,131991.60315019882
2149,150569.33256220244
2150,232308.1841807159
2151,117961.33288147837
2152,174122.1462424809
2153,158947.51040031473
2154,101449.02309633273
2155,139751.3400630211
2156,266840.11028557294
2157,223864.3844285613
2158,238955.8952999887
2159,217810.75375653637
2160,183422.48107611813
2161,236653.77180060983
2162,379730.21702585055
2163,331806.1345963904
2164,256314.8304270653
2165,198370.33993077878
2166,159391.9710653377
2167,218813.63337943907
2168,192173.07911895777
2169,197290.64342154027
2170,216024.45854879712
2171,159770.9704105049
2172,133740.06112971844
2173,172671.37263513182
2174,222397.299267778
2175,298202.9679554413
2176,315981.72382821224
2177,235152.24829500428
2178,212370.5304150708
2179,136736.8681260685
2180,214299.1624322174
2181,192504.46870014438
2182,224806.8702346717
2183,190735.98603377008
2184,120562.31797599915
2185,130228.58135746524
2186,145834.4760487582
2187,152349.733386497
2188,157667.13628764817
2189,253007.33581986045
2190,82151.01900020623
2191,83638.78537162254
2192,88696.42474994142
2193,109005.45023603637
2194,98516.12532871509
2195,103442.08424942115
2196,101209.08834610561
2197,116036.52011174646
2198,160046.00710917538
2199,179313.06622371988
2200,146823.48862137104
2201,143828.7060368974
2202,222938.58315179573
2203,139924.03687211924
2204,175643.24504631734
2205,118725.97079739881
2206,140319.6410201704
2207,222820.21623296296
2208,268230.0564912577
2209,238266.42487010523
2210,121914.95840159737
2211,120116.26966417923
2212,120893.11735248391
2213,104757.88885091704
2214,134111.01858358257
2215,102604.96802965205
2216,146532.0409252859
2217,66590.91414644674
2218,67976.6367950461
2219,68077.7629432366
2220,59301.83382379683
2221,297928.5690850956
2222,273707.71669351694
2223,291592.51114662574
